Data, Hora, Municipio, Nro da Ocorrencia, Tipo de Via, Tipo Logradouro, Logradouro, KM, Natureza Ocorrencia, Tipo Ocorrencia, Historico, Teor Alcoolico, Falecimento Posterior, Ocorrencia Falecimento, Motorista Embriagado, Pedestre Embriagado, Veiculo Fugou, Motorista sem CNH
"04/04/2014","09:00","Piratini","417858","Estadual","Rodovia","RS 702","","Atropelamento","Acidente De Trânsito Veículo Oficial Com Lesão","","","04/04/2014","9740","NÃO INF.","N","N","NÃO INF."
"10/04/2014","15:15","Lajeado","4184","Federal","Rodovia","BR 386","345,8","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"09/02/2014","07:10","Taquaruçu do Sul","42","Municipal","Estrada","LINHA VILPATO","","Tombamento","Homicídio De Trânsito","","","10/02/2014","2890","NÃO INF.","NÃO INF.","N","NÃO INF."
"08/04/2014","20:00","Barra do Quaraí","4204","Municipal","Estrada","LINHA PASSO DA CRUZ","","Outro","Falecimento","","","","4204","NÃO INF.","N","N","NÃO INF."
"14/02/2014","08:00","Veranópolis","423","Estadual","Rodovia","RS 470","180","Colisão","Homicídio De Trânsito","","","14/02/2014","427","NÃO INF.","N","N","N"
"23/03/2014","14:30","Palmares do Sul","4242","Municipal","Estrada","LINHA BOTIATUVA","","Colisão","Homicídio De Trânsito","","","23/03/2014","","NÃO INF.","N","N","NÃO INF."
"01/02/2014","19:20","Santa Vitória do Palmar","425","Estadual","Rodovia","RS 833","4","Colisão","Acidente De Trânsito Com Danos Materiais","","0","","","N","N","N","NÃO INF."
"22/02/2014","08:25","Morro Reuter","4255","Municipal","Rua","PEDRO JOSE KOLLING","1948","Tombamento","Encontro De Cadáver","","","","","NÃO INF.","N","N","NÃO INF."
"19/01/2014","07:25","Porto Alegre","427","Municipal","Avenida","ERNESTO NEUGEBAUER","121","Colisão Lateral","Homicídio De Trânsito","","","19/01/2014","90","NÃO INF.","N","S","S"
"03/03/2014","03:00","Água Santa","4274","Municipal","Estrada","LINHA SAO CAETANO","","Tombamento","Outros Acidentes","","","","","NÃO INF.","N","N","NÃO INF."
"11/03/2014","06:00","Novo Barreiro","429","Estadual","Rodovia","RS 569","29","Tombamento","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"25/01/2014","19:30","Formigueiro","43","Estadual","Rodovia","RS 149","","Capotagem","Falecimento","","","","43","NÃO INF.","N","N","N"
"19/01/2014","17:05","Porto Alegre","431","Municipal","Avenida","CAVALHADA","3361","Colisão Lateral","Homicídio De Trânsito","","","23/01/2014","125","NÃO INF.","N","N","NÃO INF."
"27/01/2014","18:15","Venâncio Aires","432","Estadual","Rodovia","RS 453","11","Colisão","Homicídio De Trânsito","","0","","","N","N","N","N"
"13/04/2014","04:15","Cruzeiro do Sul","4321","Estadual","Rodovia","RS 130","65","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","S","N","N","NÃO INF."
"13/04/2014","14:10","Arroio do Meio","4331","Estadual","Rodovia","RS 130","75","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"02/03/2014","03:00","André da Rocha","438","Federal","Rodovia","BR 470","140","Atropelamento","Homicídio Culposo","","","","","NÃO INF.","NÃO INF.","S","NÃO INF."
"19/01/2014","21:10","Porto Alegre","440","Municipal","Avenida","BORGES DE MEDEIROS","","Atropelamento","Homicídio De Trânsito","","","20/01/2014","104","NÃO INF.","NÃO INF.","N","N"
"12/04/2014","08:30","Viamão","4406","Estadual","Rodovia","RS 040","16","Colisão","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"28/03/2014","08:35","Gramado Xavier","4407","Estadual","Rodovia","RS 153","272","Atropelamento","Homicídio De Trânsito","","","28/03/2014","","NÃO INF.","N","N","NÃO INF."
"20/01/2014","00:14","Porto Alegre","442","Federal","Rodovia","BR 290","96","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","S","S","S"
"20/01/2014","03:48","Porto Alegre","446","Municipal","Avenida","DOUTOR CARLOS BARBOSA","918","Atropelamento","Homicídio De Trânsito","","","20/01/2014","109","NÃO INF.","N","N","S"
"20/01/2014","04:40","Porto Alegre","447","Municipal","Estrada","RETIRO DA PONTA GROSSA","3036","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"14/01/2014","22:00","Camaquã","452","Federal","Rodovia","BR 116","395,7","Colisão","Lesão De Trânsito","","","14/01/2014","454","NÃO INF.","N","N","N"
"13/04/2014","00:30","Capão da Canoa","4585","Estadual","Rodovia","RS 389","37","Colisão","Homicídio De Trânsito","","0,33","13/04/2014","","S","N","N","NÃO INF."
"16/03/2014","21:30","Giruá","461","Estadual","Rodovia","RS 344","66","Colisão Lateral","Homicídio De Trânsito","","0","","","N","N","N","S"
"05/04/2014","11:45","Erval Grande","4615","Estadual","Rodovia","RS 480","","Não Informado","Falecimento","","","06/04/2014","4615","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"22/02/2014","15:30","Guaporé","462","Estadual","Rodovia","RS 129","128","Choque Com Objeto Fixo","Falecimento","","","","","NÃO INF.","N","N","N"
"15/02/2014","06:50","Santa Maria","4687","Municipal","Estrada","DOS FREITAS","","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","S","NÃO INF."
"14/04/2014","18:00","Bento Gonçalves","4697","Estadual","Rodovia","RS 470","219","Tombamento","Homicídio De Trânsito","","0","","","N","N","N","NÃO INF."
"23/01/2014","02:00","São Luiz Gonzaga","471","Federal","Rodovia","BR 285","574","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"08/03/2014","10:00","São Leopoldo","4748","Federal","Rodovia","BR 116","243,7","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"04/04/2014","22:00","Santa Cruz do Sul","4795","Municipal","Rua","DOM ALBERTO ETGES","","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"09/01/2014","20:00","Tenente Portela","48","Estadual","Rodovia","RS 472","53","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"02/04/2014","19:00","Arroio Grande","483","Federal","Rodovia","BR 116","613","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"11/03/2014","23:35","Carazinho","4851","Municipal","Rua","ERNESTO ALVES","111","Colisão Lateral","Homicídio De Trânsito","","","12/03/2014","","NÃO INF.","N","N","NÃO INF."
"18/01/2014","15:30","Santo Cristo","486","Federal","Rodovia","BR 472","173","Colisão Lateral","Homicídio De Trânsito","","","18/01/2014","492","NÃO INF.","N","N","N"
"12/03/2014","10:30","Passo Fundo","4870","Estadual","Rodovia","RS 324","96","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"05/04/2014","21:20","Santo Augusto","491","Estadual","Rodovia","RS 571","8","Tombamento","Fato, Em Tese, Atípico","","","05/04/2014","","NÃO INF.","N","N","NÃO INF."
"16/02/2014","09:50","Guaporé","493 / 962649","Municipal","Avenida","SALGADO FILHO","1789","Tombamento","Lesão Corporal Seguida De Morte","","","16/02/2014","3325","NÃO INF.","N","N","NÃO INF."
"18/01/2014","22:40","Santa Rosa","494","Estadual","Rodovia","RS 472","158","Colisão","Homicídio Culposo","","","","","NÃO INF.","N","N","N"
"04/04/2014","00:01","Gravataí","4944","Federal","Rodovia","BR 290","72,3","Colisão","Homicídio De Trânsito","","0","","","N","N","N","NÃO INF."
"11/02/2014","01:00","Nova Petrópolis","4966","Municipal","Avenida","PADRE AFFONSO THEOBALD","","Tombamento","Falecimento","","","11/02/2014","4966","NÃO INF.","N","N","N"
"11/03/2014","19:30","Tapejara","497","Estadual","Rodovia","RS 467","1","Colisão","Homicídio De Trânsito","","0","","","N","N","N","NÃO INF."
"14/03/2014","11:50","Ibirubá","498","Municipal","Rua","JULIO ROSA","920","Colisão Lateral","Lesão De Trânsito","","","17/03/2014","5294","NÃO INF.","N","N","NÃO INF."
"12/03/2014","10:30","Passo Fundo","4980 / 439236","Municipal","Rua","SENADOR PINHEIRO","186","Atropelamento","Lesão De Trânsito","","","18/03/2014","5346","NÃO INF.","NÃO INF.","N","N"
"08/04/2014","18:20","Santa Cruz do Sul","4995","Estadual","Rodovia","RS 471","111","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"21/01/2014","22:10","Porto Alegre","503","Municipal","Rua","CORONEL APARICIO BORGES","900","Atropelamento","Homicídio De Trânsito","","","21/01/2014","115","NÃO INF.","N","N","NÃO INF."
"06/03/2014","16:30","Candelária","506","Estadual","Rodovia","RS 287","134","Tombamento","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"03/03/2014","06:50","Novo Hamburgo","5113","Estadual","Rodovia","RS 239","15","Choque Com Objeto Fixo","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"15/03/2014","19:40","Passo Fundo","5120","Municipal","Rua","ARAUCARIA","","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","S","NÃO INF."
"14/03/2014","21:00","Passo Fundo","5122","Municipal","Rua","ERECHIM","","Atropelamento","Homicídio Doloso Na Direção De Veículo Automotor","","","15/03/2014","","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"23/03/2014","22:05","Sarandi","516","Federal","Rodovia","BR 386","136,9","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"11/04/2014","17:20","Vera Cruz","5166","Estadual","Rodovia","RS 287","116","Colisão","Lesão De Trânsito","","","11/04/2014","5171","NÃO INF.","N","N","NÃO INF."
"29/04/2014","02:00","Estrela","5174","Federal","Rodovia","BR 386","","Tombamento","Acidente De Trânsito Com Danos Materiais","","","","","NÃO INF.","N","N","N"
"19/03/2014","17:05","Ibirubá","522","Estadual","Rodovia","RS 223","49","Colisão","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"11/04/2014","08:00","Santo Augusto","524","Federal","Rodovia","RS 155","80","Colisão","Homicídio De Trânsito","","","11/04/2014","","NÃO INF.","N","N","NÃO INF."
"15/02/2014","15:20","Panambi","528","Federal","Rodovia","BR 158","157,9","Choque Com Objeto Fixo","Homicídio De Trânsito","","","15/02/2014","","NÃO INF.","N","N","NÃO INF."
"19/02/2014","14:50","Pelotas","5310","Municipal","Estrada","LINHA MONTE BONITO","","Colisão","Homicídio De Trânsito","","","19/02/2014","","NÃO INF.","N","N","S"
"21/04/2014","19:50","Erechim","5316","Municipal","Avenida","CALDAS JUNIOR","770","Colisão","Homicídio De Trânsito","","0","21/04/2014","","N","N","N","NÃO INF."
"22/04/2014","14:10","Porto Alegre","5346","Municipal","Estrada","CHACARA DO BANCO","310","Choque Com Objeto Fixo","Roubo De Veículo","","","22/04/2014","","NÃO INF.","N","NÃO INF.","S"
"19/01/2014","05:00","Pareci Novo","535","Estadual","Rodovia","RS 124","13","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"12/01/2014","01:50","Erechim","538","Municipal","Avenida","SETE DE SETEMBRO","","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"21/02/2014","23:15","Santa Maria","5406","Federal","Rodovia","BR 287","241,8","Colisão Lateral","Homicídio De Trânsito","","","21/02/2014","","NÃO INF.","N","N","NÃO INF."
"12/01/2014","10:30","Faxinalzinho","544","Estadual","Rodovia","RS 480","","Não Informado","Encontro De Cadáver","","","","","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"20/03/2014","19:00","Soledade","5471","Estadual","Rodovia","RS 332","103","Choque Com Objeto Fixo","Homicídio De Trânsito","","","21/03/2014","","NÃO INF.","N","N","NÃO INF."
"25/02/2014","18:20","Frederico Westphalen","551","Federal","Rodovia","BR 386","30,1","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"14/01/2014","06:20","Paverama","56","Federal","Rodovia","BR 386","375,5","Tombamento","Homicídio De Trânsito","","","14/01/2014","559","NÃO INF.","N","N","NÃO INF."
"24/01/2014","15:55","Porto Alegre","561","Municipal","Avenida","SERTORIO","536","Colisão Lateral","Homicídio De Trânsito","","","24/01/2014","132","NÃO INF.","N","N","N"
"23/02/2014","20:10","Santa Maria","5634","Federal","Rodovia","BR 287","262","Capotagem","Outros Acidentes","","","23/02/2014","","NÃO INF.","N","N","NÃO INF."
"03/03/2014","10:40","Garibaldi","565","Estadual","Rodovia","RS 470","222","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"24/01/2014","17:00","Porto Alegre","566","Municipal","Estrada","DO BARRO VERMELHO","275","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"29/04/2014","17:05","Erechim","5681","Federal","Rodovia","BR 153","13","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","NÃO INF.","NÃO INF."
"21/04/2014","18:30","Gravataí","5700","Estadual","Rodovia","RS 020","9","Colisão Lateral","Homicídio De Trânsito","","","21/04/2014","","NÃO INF.","N","NÃO INF.","NÃO INF."
"05/04/2014","01:45","Porto Alegre","575","Federal","Rodovia","BR 116","","Atropelamento","Falecimento","","","","575","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"09/01/2014","17:00","Passo Fundo","577","Municipal","Avenida","BRASIL LESTE","","Colisão Lateral","Homicídio De Trânsito","","0","09/01/2014","","N","N","N","N"
"17/03/2014","15:25","Coxilha","5776 / 735391","Estadual","Rodovia","RS 135","14","Colisão Lateral","Lesão De Trânsito","","","17/03/2014","5266","NÃO INF.","N","N","NÃO INF."
"22/03/2014","04:00","São Leopoldo","5786","Municipal","Avenida","ODILIO ALOISIO DAUT","236","Choque Com Objeto Fixo","Receptação De Veículo","","","25/03/2014","6034","NÃO INF.","N","N","NÃO INF."
"23/04/2014","15:55","Gravataí","5798","Federal","Rodovia","BR 290","75","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"01/02/2014","10:00","Paim Filho","58","Municipal","Estrada","LINHA LIMOEIRO","","Colisão","Homicídio De Trânsito","","","02/02/2014","2254","NÃO INF.","N","N","S"
"28/02/2014","19:00","Frederico Westphalen","580","Federal","Rodovia","BR 386","14","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"27/03/2014","08:00","São Francisco de Paula","587","Estadual","Rodovia","RS 453","182","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"26/02/2014","22:00","Caçapava do Sul","592","Federal","Rodovia","BR 153","502,6","Colisão Lateral","Homicídio De Trânsito","","","26/02/2014","","NÃO INF.","N","N","NÃO INF."
"19/01/2014","08:30","Ijuí","593","Estadual","Rodovia","RS 342","110","Choque Com Objeto Fixo","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"28/03/2014","00:10","Passo Fundo","5974 / 5247","Municipal","Rua","INDEPENDENCIA","220","Colisão","Lesão De Trânsito","","","28/03/2014","5971","NÃO INF.","N","N","NÃO INF."
"01/01/2014","09:00","Uruguaiana","6","Municipal","Rua","PINHEIRO MACHADO","","Colisão Lateral","Lesão Corporal Culposa","","","","","NÃO INF.","N","N","N"
"13/04/2014","11:50","Erechim","6007","Municipal","Rua","JOAO PAULO I","280","Atropelamento","Homicídio De Trânsito","","","08/05/2014","","NÃO INF.","N","N","NÃO INF."
"27/04/2014","03:40","Gravataí","6010","Estadual","Rodovia","RS 030","4","Choque Com Objeto Fixo","Lesão De Trânsito","","","02/05/2014","6307","NÃO INF.","N","N","NÃO INF."
"25/01/2014","18:00","Cachoeirinha","607","Municipal","Avenida","GENERAL FLORES DA CUNHA","1535","Atropelamento","Homicídio De Trânsito","","","25/01/2014","","NÃO INF.","N","N","N"
"12/01/2014","10:50","Viamão","608","Estadual","Rodovia","RS 040","13","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","S"
"07/01/2014","17:00","Canguçu","61","Estadual","Rodovia","RS 471","312","Tombamento","Acidente De Trânsito Com Danos Materiais","","","","","NÃO INF.","N","N","N"
"22/02/2014","23:30","Panambi","610","Federal","Rodovia","BR 158","156,8","Colisão","Homicídio De Trânsito","","0","22/02/2014","","N","N","N","S"
"16/02/2014","00:20","Gravataí","615","Estadual","Rodovia","RS 030","5","Colisão","Homicídio De Trânsito","","","17/02/2014","639","NÃO INF.","N","N","NÃO INF."
"21/03/2014","09:00","Rio Grande","6187","Federal","Rodovia","BR 471","535","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"14/01/2014","18:00","Casca","62","Estadual","Rodovia","RS 129","154","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"18/02/2014","23:00","Três Passos","622","Federal","Rodovia","BR 468","96,7","Colisão","Homicídio De Trânsito","","","08/03/2014","814","NÃO INF.","N","N","NÃO INF."
"18/02/2014","17:30","Caxias do Sul","6253","Municipal","Estrada","LINHA FORQUETA","","Outro","Falecimento","","","19/02/2014","6253","NÃO INF.","N","N","NÃO INF."
"01/03/2014","01:20","Santa Maria","6265","Federal","Rodovia","BR 392","351,9","Colisão","Homicídio De Trânsito","","","01/03/2014","6266","NÃO INF.","N","S","S"
"08/01/2014","00:10","Minas do Leão","63","Federal","Rodovia","BR 290","190,6","Colisão","Homicídio De Trânsito","","","08/01/2014","","NÃO INF.","N","N","N"
"15/01/2014","19:20","Pouso Novo","631","Federal","Rodovia","BR 386","370,6","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"30/03/2014","15:55","São Leopoldo","6386","Municipal","Estrada","SOCORRO","500","Colisão","Lesão De Trânsito","","","30/03/2014","6400","NÃO INF.","N","N","S"
"17/02/2014","21:45","Gramado","639","Estadual","Rodovia","RS 235","37","Tombamento","Homicídio De Trânsito","","","17/02/2014","","NÃO INF.","N","N","S"
"27/01/2014","18:40","Paraí","64 / 764607","Municipal","Estrada","LINHA SAO LUIZ","","Colisão","Lesão De Trânsito","","","27/01/2014","778","NÃO INF.","N","N","N"
"20/02/2014","18:00","Caxias do Sul","6435","Estadual","Rodovia","RS 122","71","Colisão Lateral","Lesão De Trânsito","","","20/02/2014","6441","NÃO INF.","N","N","NÃO INF."
"10/03/2014","05:30","Nova Santa Rita","6435","Federal","Rodovia","BR 386","434","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","NÃO INF."
"26/03/2014","00:00","Rolante","648","Estadual","Rodovia","RS 239","63","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","S","NÃO INF."
"26/01/2014","15:10","Redentora","65","Municipal","Avenida","MAJOR FELICIANO","204","Colisão","Homicídio De Trânsito","","","30/01/2014","369","S","N","N","N"
"02/03/2014","08:15","Pelotas","6572","Federal","Rodovia","BR 392","107,2","Colisão","Homicídio De Trânsito","","","05/03/2014","6903","NÃO INF.","N","N","NÃO INF."
"05/04/2014","10:40","Passo Fundo","6596","Municipal","Rua","LUIZ DE CAMOES","","Colisão","Lesão De Trânsito","","","09/04/2014","6922","NÃO INF.","N","N","NÃO INF."
"02/03/2014","00:30","Canguçu","6630","Municipal","Estrada","LINHA COLONIA FAVILA","","Colisão","Homicídio De Trânsito","","","02/03/2014","","NÃO INF.","N","S","NÃO INF."
"18/01/2014","01:30","Gravataí","664","Municipal","Avenida","DOS ESTADOS","645","Colisão","Lesão De Trânsito","","","12/02/2014","553","NÃO INF.","N","N","S"
"28/04/2014","06:30","Terra de Areia","667","Federal","Rodovia","RS 453","47","Outro","Homicídio De Trânsito","","","","","NÃO INF.","N","NÃO INF.","NÃO INF."
"09/03/2014","13:00","Novo Cabrais","67","Estadual","Estrada","LINHA FAXINAL","100","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"10/02/2014","15:20","Venâncio Aires","671","Estadual","Rodovia","RS 287","85","Colisão","Homicídio Culposo","","0","","","N","N","N","N"
"06/03/2014","14:50","Caçapava do Sul","671","Estadual","Rodovia","RS 357","3","Capotagem","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"29/01/2014","14:30","Porto Alegre","674","Municipal","Avenida","NOVE DE JUNHO","1218","Colisão Lateral","Homicídio De Trânsito","","","01/02/2014","189","NÃO INF.","N","N","N"
"01/03/2014","22:30","Triunfo","680","Estadual","Rodovia","RS 287","20","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"03/03/2014","20:00","Santa Maria","6819","Municipal","Rua","CASTRO ALVES","18","Atropelamento","Homicídio De Trânsito","","","05/03/2014","6946","NÃO INF.","NÃO INF.","N","NÃO INF."
"01/02/2014","05:00","São Borja","682","Federal","Rodovia","BR 472","401,3","Choque Com Objeto Fixo","Homicídio De Trânsito","","","08/02/2014","1683","NÃO INF.","N","N","N"
"09/04/2014","10:15","Três de Maio","684","Estadual","Rodovia","RS 342","","Colisão Lateral","Homicídio Culposo","","","","","NÃO INF.","N","N","NÃO INF."
"30/03/2014","19:45","Rio Grande","6905","Federal","Rodovia","BR 392","42,1","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"30/01/2014","10:42","Porto Alegre","692","Municipal","Avenida","SENADOR SALGADO FILHO","49","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","NÃO INF.","N","N"
"28/04/2014","18:50","Júlio de Castilhos","692","Municipal","Avenida","GETULIO VARGAS","","Atropelamento","Homicídio Culposo","","","28/04/2014","","NÃO INF.","N","NÃO INF.","NÃO INF."
"24/03/2014","16:55","Novo Hamburgo","6988","Federal","Rodovia","BR 116","234","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","S","NÃO INF."
"02/02/2014","21:25","São Borja","699","Municipal","Rua","VEREADOR EURICO BATISTA DA SILVA","972","Outro","Descuido Guarda De Animal Perigoso","","","06/02/2014","791","NÃO INF.","N","N","N"
"06/04/2014","02:45","Viamão","7 / 4086 / 4307","Estadual","Rodovia","RS 040","","Atropelamento","Homicídio De Trânsito","","","06/04/2014","","NÃO INF.","NÃO INF.","S","NÃO INF."
"15/03/2014","21:30","Canoas","7047","Municipal","Avenida","SANTOS FERREIRA","3460","Atropelamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"09/04/2014","06:20","São Pedro do Sul","708","Estadual","Rodovia","RS 805","11","Tombamento","Outros Acidentes","","","","","NÃO INF.","N","N","NÃO INF."
"04/01/2014","17:30","Parobé","71","Estadual","Rodovia","RS 239","","Tombamento","Homicídio De Trânsito","","","04/01/2014","","NÃO INF.","N","N","NÃO INF."
"05/01/2014","07:15","Porto Alegre","71","Federal","Rodovia","BR 290","87","Atropelamento","Homicídio De Trânsito","","","05/01/2014","16","NÃO INF.","N","N","N"
"11/01/2014","19:00","Giruá","71","Municipal","Rua","GUARANI","1308","Choque Com Objeto Fixo","Outros Crimes","","","11/01/2014","","NÃO INF.","N","N","NÃO INF."
"31/01/2014","01:40","Porto Alegre","712","Municipal","Rua","JOAO ANTONIO DA SILVEIRA","2958","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"21/03/2014","09:30","Butiá","714","Federal","Rodovia","BR 290","","Colisão","Homicídio Culposo","","","21/03/2014","","NÃO INF.","N","N","NÃO INF."
"19/04/2014","09:15","Nova Santa Rita","715","Federal","Rodovia","BR 386","437","Colisão Lateral","Lesão De Trânsito","","","24/04/2014","11074","NÃO INF.","N","NÃO INF.","NÃO INF."
"20/02/2014","05:30","São Valentim","72","Estadual","Rodovia","RS 480","","Tombamento","Lesão De Trânsito","","","22/02/2014","2550","NÃO INF.","N","N","S"
"26/02/2014","15:00","Caxias do Sul","7231","Estadual","Rodovia","RS 122","76","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"29/03/2014","04:30","Candelária","728","Estadual","Rodovia","RS 410","","Choque Com Objeto Fixo","Falecimento","","","29/03/2014","728","NÃO INF.","N","N","NÃO INF."
"05/01/2014","13:52","Porto Alegre","73","Municipal","Avenida","PRESIDENTE CASTELO BRANCO","","Não Informado","Lesão De Trânsito","","","08/01/2014","51","NÃO INF.","N","N","N"
"24/01/2014","19:40","Montenegro","731","Estadual","Rodovia","RS 287","6","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"26/01/2014","21:00","Cruz Alta","733","Federal","Rodovia","BR 158","","Colisão","Lesão De Trânsito","","","27/01/2014","734","NÃO INF.","N","N","N"
"15/04/2014","22:00","Passo Fundo","7333","Estadual","Rodovia","RS 153","4","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"29/01/2014","19:50","Alvorada","738","Estadual","Rodovia","RS 118","22","Choque Com Objeto Fixo","Lesão De Trânsito","","","03/02/2014","1652","NÃO INF.","N","N","S"
"19/01/2014","11:00","Bento Gonçalves","739","Estadual","Rodovia","RS 470","198","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"05/04/2014","07:30","Rio Grande","7397","Municipal","Rua","GENERAL VITORINO","","Choque Com Objeto Fixo","Falecimento","","","05/04/2014","7397","NÃO INF.","N","N","NÃO INF."
"05/01/2014","17:30","Porto Alegre","74","Municipal","Rua","REVERENDO OLAVO NUNES","","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"23/01/2014","11:30","Camaquã","740","Federal","Rodovia","BR 116","398,4","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"05/04/2014","05:15","Rio Grande","7418","Federal","Rodovia","BR 392","24,1","Tombamento","Lesão De Trânsito","","","05/04/2014","7421","NÃO INF.","N","N","NÃO INF."
"18/04/2014","04:20","Passo Fundo","7460","Municipal","Avenida","BRASIL OESTE","","Choque Com Objeto Fixo","Homicídio De Trânsito","","0,7","18/04/2014","","S","N","N","NÃO INF."
"30/03/2014","01:35","Novo Hamburgo","7529","Municipal","Rua","SAO LOURENCO DO SUL","169","Colisão Lateral","Lesão De Trânsito","","","06/04/2014","8106","NÃO INF.","N","N","NÃO INF."
"19/04/2014","16:15","Coxilha","7546","Estadual","Rodovia","RS 463","31","Capotagem","Outros Acidentes","","","","","S","N","N","NÃO INF."
"12/04/2014","HH:MM","Fontoura Xavier","7552","","","","","Não Informado","Falecimento","","","19/04/2014","7552","NÃO INF.","NÃO INF.","NÃO INF.","NÃO INF."
"01/02/2014","05:40","Taquara","757","Estadual","Rodovia","RS 239","53","Atropelamento","Homicídio Culposo","","","","","NÃO INF.","NÃO INF.","S","NÃO INF."
"23/02/2014","16:10","Ipê","76","Estadual","Rodovia","RS 122","148","Tombamento","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
"09/03/2014","16:00","Severiano de Almeida","76","Municipal","Estrada","LINHA SAO CRISTOVAO","","Atropelamento","Lesão De Trânsito","","","24/03/2014","3950","NÃO INF.","N","S","S"
"18/04/2014","01:30","São Leopoldo","7616","Federal","Rodovia","BR 116","246,8","Colisão","Homicídio De Trânsito","","0","","","N","N","N","NÃO INF."
"24/01/2014","17:10","Cachoeira do Sul","771","Federal","Rodovia","BR 153","403,7","Colisão","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"11/01/2014","22:40","Passo Fundo","774","Estadual","Rodovia","RS 324","111","Colisão","Homicídio Culposo","","","","","NÃO INF.","N","N","N"
"29/01/2014","11:20","Sapucaia do Sul","777","Municipal","Rua","QUINZE DE NOVEMBRO","","Colisão Lateral","Homicídio De Trânsito","","","","","NÃO INF.","N","N","N"
"13/03/2014","20:50","Santa Maria","7789","Federal","Rodovia","BR 287","238,1","Outro","Homicídio De Trânsito","","","","","NÃO INF.","N","N","NÃO INF."
